cleaned_text,mapped_label,predicted,confidence
"Repeated the same view,too much time. I think it better to teach more about methods. All the worth is in the summary back of each unit, you even need not to have the course.",Neutral,Negative,0.5213446144130592
"The course is well structured and Prof Muppala presents it in an interesting way. The range of technology covered was good and would be useful. The CapStone Project timelines are not realistic at all - one has to start implementing almost from the word go, the artificial interim reports are distracting if one does not realize that and I think many students are forced to a second session to complete the course.",Neutral,Negative,0.42004047195118677
"Too many theory and reading from lecture slides. It would be way much better if some examples were included. Quizzes could include some more questions, too.",Negative,Neutral,0.5870678855285036
"Overall course was good. I think there is a bit of a gap in terms of helping providing additional understanding of application of some the concepts in context of a solution. I think the course does a good job explaining the concept, but I feel the course could use some additional examples of application of the concepts to help facilitate the programming assignments. The Swirl exercise are good...but almost seem to rudimentary.",Positive,Neutral,0.6545597825852382
"A good intro to the tools required for a Data Scientist. However, could cover the usage of the terminal and Rstudio better.",Negative,Positive,0.7059159817632009
"Prof Rob Stone is a very good speaker and has made the videos very informative.The content is very small, which is good because it makes the course very lean, but bad because it merely scratches the surface of project management world.",Neutral,Positive,0.5712010523311485
Good basic course.,Positive,Neutral,0.5144142361436194
Wharton's online MD can not have a course so poorly develop (lectures vs quiz vs material),Neutral,Negative,0.5769209278192773
"Although this course holds quite a lot of information, it is quite slow in the way the information is transmitted and unfortunately, the presenter did not 'made homework' in terms of preparing what to say. In addition to the lagging of 'so, anyways, uhmm...' or just silence, many of the videos are also quite low in quality - especially sound due to bad microphone.Overall the information was interesting and useful, and I'm looking for Part II.",Negative,Neutral,0.5226360582221435
but more depth is required,Positive,Neutral,0.4813302477095683
"very well organized, good teacher, good projects. PCA and SVD are pretty hard to understand for who is not in the field (statistics), but no evaluation on this topic.",Positive,Negative,0.42096602660276616
"This course is very beneficial to people who are not usually active, but if you are an active person then you'll probably learn about measuring your physical activity. Otherwise it is very very very very easy, like if you had to fail that would just be sad",Positive,Neutral,0.40063556830773406
I think your home assignments should be more difficult.,Neutral,Positive,0.53208615763228
There are some ideas expressed in video that I found helpful. The assignments were very helpful as I was able to prepare for the 1st day of teaching.,Neutral,Positive,0.7217144821698935
the code shown in the video was not clear enough in some modules. Topics were explained in easy and understandable manner,Positive,Neutral,0.6083325912232939
Subject matter was well presented except too many stops to push his book.,Neutral,Negative,0.47006071372096836
"Was not very challenging, I was looking for more detailed discussions. Good job",Positive,Neutral,0.46000043888453357
"Very interesting course. Fairly interactive. The structure could have been better to make it clear what we had learnt and give us more of a take away after each week and at the end. Although there were a lot of academic links each week, the course didn't explore the differing perspectives and ideas, it was more focussed on Barbara's own theories. Definitely a good introduction and great personal learning!",Positive,Neutral,0.49516009083448026
"A good introduction to the topics and concepts in the field of genomic data science in general as well as the other courses in this specialisation.I did this course close to the last (6th) being a professional in the Bioscience field for some time and so the first three 'weeks' I pretty much did in a couple of hours with close to full marks (not a boast but a statement: this course will give you the overview I accumulated in the real world; there is nothing esoteric or missing from this course).The final assessment I found a little quirky compared to the other courses I'd done being a comprehension style 'read a research paper + answer questions' rather than a 'enter the number of X given conditions Y applied to dataset Z' as many of the other course use. Still, celebrate diversity and all that...also I can't think of a better assessment for this entry level / background course.",Positive,Negative,0.42408582250496324
"Very helpful. But could be more interactive, more activities to do. Maybe include peer assessed tasks where we can create good questionnaire items by each topic. Lecturers are like frozen - no or very little emotions.",Positive,Neutral,0.4823436997434192
Could go into more detail and be harder.,Positive,Neutral,0.47413840514021033
"I think its good that its given reference material for further readings, but this shouldn't exonerate you from explaining the details of the language, if I wanted to learn swift from apple's documentation I would be there right now, not here, if I'm watching your course its because I expect to learn it here.",Neutral,Positive,0.403659678875611
"This course offers great background instruction on Machine Learning and I would give it 5 stars except for the following:First, there doesn't seem to be any moderation of the session discussions except for help from other students. This was worth a -2 star penalty. This and the lack of any review of linear algebra and vectorized solutions, I think, is giving some students the impression that they should be coding loops in their functions to build and solve ML models.Next, I am auditing the course, and this is the first course where I was not able to submit quizzes. Therefore, I can only guess at my solutions. This was worth a -1 star penalty.UPDATE: not being able to submit quizzes is a ""feature"" of the new Coursera platform. I never did get an answer from the discussion forums, but I see the same problem in other Coursera courses I am taking.However, I still think the course is worth taking, so I added back a star. This is the second ML course I have taken. The first was from Stanford ML course which was very specific to implementation in the Octave language. I got a lot more background information from this course, and I think it is well taught. Just wish there were more moderators that were actively watching the discussion list.",Neutral,Negative,0.4618831915516697
"I bit too complicated, as a lot of material placed within 4 weeks of ~15min videos.",Positive,Neutral,0.4286623282425005
"I liked the course, particularly the interactive part with peers. On the negative side, I find that the price of ~80 USD for the enrollment getting a certificate is a little bit too high for the 3 weeks online course. I think 30 or 40 for each course in the specialization would be a more reasonable price point.",Positive,Neutral,0.3997015003456656
"It was a little difficult grasping functions as I didn't have much programming background. The swirl practice modules were great but I wish they constructed some lessons that would build a function from top to bottom like we were asked to do in the programming assignments. The lectures, swirl practice modules, and quizzes were great but they all re-iterated the same basic information. I wanted to learn and practice building more functions by applying the basic information to do complex tasks.",Neutral,Positive,0.40673033720570173
"Good course, and the topics covered during the course sessions were very much enlightening.",Neutral,Positive,0.8230039373591918
"Some topics that were covered in this course were not explained in details and, in addition, there was no explanation of the theoretical aspects of the course (for instance, formulas transcript ).",Positive,Neutral,0.5594170295727635
Great course to get an introduction into the world of finance and it's multiple faces.,Neutral,Positive,0.9872143435280317
The video's could be more informative and longer,Positive,Neutral,0.529884048333019
"As a nonfinancial person, I liked that it is a good clear intro finance. However, I wished there was more reading content available on the site to go more into depth on the topics.",Positive,Neutral,0.6191665153634532
"I would have rated this course with 5 stars if it wasn't for the Autograder that marked the final assignment, which made that I didn't even get to pass the course, although, according to me and everyone I had contact with regarding this course, my code was correct! Everything else was very well done, and I congratulate Ms. van Lent on her course. I will be going on to the next course in this specialization, because all the autograders for the rest of it has been removed. Thank goodness!",Negative,Positive,0.5881670952551977
"Nice course, but a little ""light"" at times.What's great though is that there are no deadlines, which really enabled learning at my own pace whenever I had free time :)",Neutral,Positive,0.8053231039626142
Too many weeks - it's the biggest problem for me,Positive,Negative,0.38610707069523015
Good base to start building a site,Neutral,Positive,0.7800544201206052
Nice course but a but a bit hard when you have no programming skills. In fact I do have some programming skill and found it hard to follow. I would also add more exercise to do than Quizzes.,Positive,Neutral,0.5702232578235046
"I liked this course, but there is room for improvement.For the assignment where you list keywords and hashtags associated with your target audience using Social Mention, the keyword results are only as good as the search term you use. And there was not much guidance on how to determine that search term. For instance, my target market is comprised of sales and marketing managers in corporate and creative environments. What should I search for to find out what they are talking about? I truly don't know. I took a guess and completed the assignment, but it would be helpful to understand the strategy for using social mention successfully.Secondly, the IBM Blue Mix section did not work. I signed up (using my Coursera email) but never received a confirmation email. I checked my spam folder. I created a support ticket through IBM and received support emails, but never got the confirmation email. They re-sent it several times but it never came through. Viewing the discussions, I was not the only one this happened to. And I had stopped watching the videos because I thought I needed that access to finish the course. Getting that straightened out would be a huge improvement.",Neutral,Negative,0.5745253212901548
Not a very difficult one. but you definitely learn a lot from peer assessment.,Positive,Neutral,0.4320924352296134
"Sometimes is difficult to understand the concept behind Classification because some videos are more practical than theorical, I mean it could be better to start the video explaining some concepts and then show and explan some samples and theorical issues.Thanks.",Positive,Neutral,0.5718044498254424
"A good course, but a few slight errors and the lack of the last modules leave it at 4/5 stars.",Positive,Neutral,0.7172158837075272
"Nice course, would be nice to have more exercises and more elaborated, but fair enough!",Neutral,Positive,0.5038409912911077
Good course but its too short.,Positive,Neutral,0.6982329386344642
"A lot of the harder questions were unclear or not covered by the course. Many were passed onto ""look this up yourself"", which is fine, but sometimes a different approach resulted in a slightly different answer marked as wrong. The group_by stuff was especially tricky, as it was unlike its SQL counterpart and could have used a better example, eg with a function to split into quarters or group columns. Other than that, very interesting overall and very neat datasets. I would encourage having students check out kaggle.com for extra credit.",Positive,Neutral,0.42627462160252994
I don't know why I didn't get my certificate though I get the grade 92.,Positive,Negative,0.43575634597558865
"Although I've given 5 stars to the other classes of the specialization, I think this one beats the others in a big time.",Positive,Neutral,0.49274016088702116
"This course is nice but very lengthy videos and at one points i didn't understand some topics , quiz are pretty tough to solve .",Neutral,Negative,0.395050710774244
I hope it will involve statistics analysis in the capstone project. It is kind of bias to apply NLP knowledge and develop data product in the capstone project.,Negative,Positive,0.3665106792002399
A little too common sense.,Neutral,Negative,0.4286518927941871
to much math,Negative,Positive,0.4381276160131167
Found 1/5 of the content useful.,Neutral,Positive,0.5330744183598624
"The course content is good, although it is very ""USA centered"". It is very good for people with small experience in the professional market, no just the games area, but all areas.Casey is a great teacher, he makes boring stuff be less boring.The only negative point of the course are the assignments. Again, like in the previous course, the assignments are too subjective, too personal, hard to do and evaluate.Unlike last course (Game Design), I really recommend this one, useful stuff.",Positive,Neutral,0.48322312479111057
I find it very difficult to understand what the professor is saying.,Positive,Negative,0.5236870383831136
"Beginner course. Well designed, but not for advanced game developers.",Neutral,Positive,0.6097572443746574
"Personally not a big fan of Roger Peng's approach while teaching. The lessons get a bit confusing, and so does the questions from the quiz.Jeff Leek's approach is more calm and simple.Nevertheless, the course in general is really good.",Neutral,Negative,0.37351515114538414
Interesting but really introductive,Neutral,Positive,0.5442008753985305
Provides a very summary overview of a very important aspect of data analysis. Expected more!,Negative,Positive,0.7671467889216246
"Thank you for the course. I don't like the absolute assumption that mankind evolved from a non human life form. Natural selection and how it is discussed in this course is allright to do, but not to make scholarly assumptions as to how mankind came to be. The professor can clearly describe natural selection processes without the assumption that human evolution from supposed beings in a very scant fossil record is a proven fact. That is the only part of the course that I did not like. The constant assumption that evolution is correct takes a lot away from this course. My concern is that this assumption is taken because there seems to be no particular Creator in the Buddhist relgious tradition. That does not mean that evolution should be given additional weight. I do not consider it a hard science such as mathematics, physics, even climate change science is far more concrete than supposed human evolutionary origins. Professors should focus upon clearly explaining that evolution is a theory. Buddhism and Pschology are more concerned with the present and consciousness and what IS...not upon weak theories like evolution. I was disappointed with the Professors consistent referrral to Natural Selection as though there is no human control over what we are doing, no moral standard the religion helps to set us apart from the animal evolutionary view of humanity. It simply is not fact, not hard science. However, what we can observe and see is hard science, including the effects of Meditation upon our brains and this is a very positive part of the course and for Buddhism.",Positive,Negative,0.5513677691575017
"Hi, the prject was nice and at the end I learned some new things, but it didn't have people to provide any guide. In the videos it was said that personal from SwiftKey will be there as well as JHU teachers could provide some insights. It looked a bit like a phantom course",Neutral,Positive,0.48839118083430344
"Great content but dome speakers really need to be more involved... Some videos are perfect if you want to sleep...Also there was some mistakes in the programming assignments (more or less fixed now) and maybe a bit more details or example code would help. It was hard to make the assignments without extra help and many students had difficulties finding what to do, hopefully the forum was a real life saving tool.The MATLAB introduction is just ridiculous: you'll need 10x more knowledge of it to do the assignments. it's like taking your first driving lesson on Monday and do Indianapolis 500 on Tuesday...For someone like me that was not very familiar with this tool, I spend 90% of the time googling ""matlab doing this or that"" to find example code and making the code work instead of working on the algorithm itself.The tutorial in the Aerial Robotics is more complete.",Positive,Negative,0.44420424423733923
Interesting course however the website is very slow and can be hard to log into at times.,Positive,Neutral,0.557105492708331
detailed introduction but I feel sometimes the topic can be a little bit deeper.,Neutral,Positive,0.5882053411219941
Thanks for your course!,Neutral,Positive,0.9862318183471058
Deep learning session is a bit unclear in that it doesn't give a pratical example of how a simple Nueral network can be mapped to a deep-feature.,Positive,Neutral,0.37361998131563956
"Course moves very quickly, but material covered was good. Some complaints that the peer-graded assignments need an appeal process.",Positive,Neutral,0.5511917350653484
If you have a basic knowledge about HTML then this course is for you.,Positive,Neutral,0.39209264030418806
This course is super fast for beginner and i colder find the pause button. Great info but could've been delivered better.,Neutral,Positive,0.73508199778089
"I thought this course will be a bit more helpful, there were some good methods I learned like the pomodoro and other concepts I wan't aware of before. Dr. Terry Sejnowski might be very knowledgeable but he can't read a teleprompter and it makes his videos very hard to focus.Overall it was a good course",Neutral,Positive,0.6220783087188745
"Super basic, each week was only about 30 minutes of video lecture... but I think that was their goal? Bad form on coursera for making you pay to submit assignments that are autograded to begin with.",Neutral,Negative,0.6612371840600728
"This was an interesting course that covered many subjects on the surface but with an emphasis on key parameters that have to be monitored and focused on to improve performance. However, I was hoping more from the last part on solving conflict. A few real examples of conflict with a brief analysis on their causes and possible solutions could have helped us (the students) to develop strategies of our own. Instead the last part is more like a study of the different types of conflicts and general methods.",Positive,Neutral,0.5478570612351366
Good overview. Needs to include more hands on development. 1 star because Coursera wont let me take the capstone even after completing all four pre-requisite classes (this one is the fourth).,Negative,Positive,0.4577308665105016
Indept videos and materials should be provided for this course. The lectures are not enough to understand the Statistics involved in data science.,Neutral,Negative,0.5124382643636212
It's ok. Reading the top three books on time management would take less time and provide far more insight and inspiration.,Negative,Neutral,0.534067979212629
"The teacher is amazing, and the content is interesting and makes me want to pursue Law. However the classmates are extremely aggregating and track you down to give you low scores in order that they themselves may succeed. I cannot explore my interests with this sort of setting.",Negative,Positive,0.699001861151164
it was very interesting but more hands on will be better.,Positive,Neutral,0.5404605095587104
It was interesting: you get information on learning techniques. But don't expect a miracle: learning does require work and time.,Positive,Neutral,0.5689132695842025
The instructor is really makes the topic boring. I would also like to see more examples of real world application.,Neutral,Positive,0.45471295813508256
"I must say that the information on writing in the course was good, and the example of sanding, giving a critique etc. was very useful to me as a writer just putting her work into the world. I was extremely disappointed that after laboring through 3 long stories, only one formatted in the way the course specified, and trying to write at least one page of comments on each that what I got in return was on good critique and two that were only two lines long. I was on scholarship so I did not pay for the course but it was disappointing that there was no moderation of the peer review side of the homework.",Neutral,Negative,0.5384000572051759
"The course offers just a simple running of (interesting and useful) code, but doesn't put the student in the situation of thinking and creating ideas and code.",Negative,Positive,0.6198247613926205
"Good introduction to business metrics. I was less enthusiastic about all the investment metrics and formulas, but that might just be me.",Neutral,Positive,0.7625441464542315
"Ok, course is too good for me, I had some challanges with this one because of my fear factors and trying to apply the information in a relevant way. The content and instruction is more wonderful it's me that is not at this level yet.",Positive,Neutral,0.5541098823834348
Asked for more feedback for peers that found my final paper insufficient. Received nothing! Asked for guidance from staff. Received nothing! Excellent course with great content but I have issues with the evaluation process when peers and staff do not participate in the advertised methods of communicating their concerns with my work!,Negative,Positive,0.3867738868175969
water on the mill,Negative,Positive,0.6476705306517417
"Good videos but strucural info and help. Unfortunately , for me it wasn ́t very exciting or motivating and perhaps that is because of my own interests.",Neutral,Positive,0.6085890027385091
"This course is really hard, and I am having ALOT trouble understanding it. Overall, it is not one of the best courses I have taken.",Negative,Positive,0.9022519863958939
PDF Course (Like a school),Neutral,Positive,0.841174664048001
"This course provides great information. If you have taken any other basic nutrition courses, as I have, most of the information is review. I found the that info wasn't necessarily specific to children but could be applied to all individuals regarding healthy eating, choosing local/organic etc. Even if you don't have children and want to learn more about healthy eating, this course would be beneficial for you.",Positive,Neutral,0.508279800769536
I expected something else.,Negative,Neutral,0.43453684563078443
Not so good Lack of interest and practicability,Negative,Neutral,0.502532100305163
"Good course to start with the basics of photography. Group assessments can be hit or miss given varied experiences of other students, but overall a good place to start",Neutral,Positive,0.614189165928078
"I get this course since I really want to learn on boosting. However, I think the course pace is too fast and should be include more 'non-greece symbol'. I have a background in biostatistic and epidemiology but I'm still having a hard time understanding lecture. I would say that this course is the most difficult among this specialization (practical machine learning is much easier than this). I bet many students will have a problem in this course since it's a 'beginner' level specialization.My suggestion is to 'slow down' , expand the lecture with more drawing/picture explanation, more r coding and get rid of those greece-symbol as much as possible.",Negative,Positive,0.4692684733975625
New technologies are not explained in detail in a layperson's term.,Neutral,Positive,0.3389452772291247
"Well organised and presented, but the assignments need to be ""meatier"". There's almost no actual coding involved, very little scope to practice what we learned.",Positive,Negative,0.5459155294697732
"I can see a couple of problems in this course. How to access and change elements in a data frame (especially the use of loc and iloc) is not explained very well and I believe there is an error in the slides. The second thing is that I have found more powerful methods in pandas documentation, for example assign() or nlargest() and nsmallest(). This is not really a problem if one of the ""hidden"" purposes is to push students to actively search the docs for what they would like to do.Work load for the assignments is just fine in my opinion, not too little, not too much.Overall I am satisfied.",Positive,Neutral,0.4537569435550118
The teaching methods and pace were quite fine but it lacked a bit of media presentation pizzazz. It was definitely sufficient but could've been a little better production quality-wise. The professor had an amiable vibe and definitely seem to be a master of his field. I enjoyed it and plan to resume.,Positive,Neutral,0.49169341888033025
The lecture notes should be better organized.,Positive,Neutral,0.574226092369766
Better than most courses why? because you are forced to create things a feature i have not seen in many MOOC's. Yes there is the ocassional programming assignment (mostly consisting of prewritten code and clear rules) in which you get to create something but that is not really creating something new. That's what you are stimulated to do in this course.,Positive,Negative,0.43709530346911996
"I didn't like how there was no interaction with the other classmates or there was no easy way to comment, but I loved the way it was so interactive",Neutral,Positive,0.4191317148023873
For a practice course I found that was full of theory,Negative,Positive,0.7790905184998443
"The course is awsome to get motivation and quite informative. However it teaches lot of practical concepts using Tableau which is a commercial software.Since these concepts entirely new to me. It take me a lot of time to understand videos and still I'm afraid I'll forget the things as soon as I leave it. I think some more practical activities should be introduce (on free platforms), to make knowledge more sustainable.",Neutral,Positive,0.7614215687004434
Mostly useful practical advice and examples on how to use Excel to model risks and realities. Week 3 was not very good as it was a quick overview of basic statistics which is incomprehensible if you have no previous knowledge and useless if you do.,Neutral,Negative,0.5420891713226703
"The material is good. However, there is no support from the instructors to answer our questions in the discussion forum.",Positive,Neutral,0.5446940252777943
"Short, simple and clear explanations. I only regret the course is not longer.",Positive,Neutral,0.42643981830825617
too much emphasis on acronyms. Not enough time spent on understanding the concepts,Positive,Negative,0.5382790513708746
"Ok course.When I am taking a course from Wharton school, and from adult learning perspective, more is expected than simply small lectures and few activities. Some areas that I see this may be improved...1) Latest evidence based support (few articles/papers) on achievement and satisfaction (Success both parameters). This is widely discussed field as subjective and objective career success.2) In addition to SAME - better instruments/scale those are easily available online.3) Some better links to career related articles from Harvard/California management review or organization dynamics on the topics covered.",Negative,Neutral,0.3841312432789775
pretty cool course,Neutral,Positive,0.9107618243018372
"Very simple. Almost too simple. Fortunately, this seems to be an intro course, as the next courses in the specialization are much more specific with better content.",Positive,Neutral,0.5140522236295403
Shame I didn't get to see the updated lessons..,Positive,Neutral,0.4057699894636329
"Quizes are inconsistent with given dataset. Questions are bad: i.e. what is the difference between ""number of distinct countries mentioned"" and ""number of countries mentioned in tweets"".",Negative,Positive,0.40944205960204494
Tuff but achievable,Positive,Neutral,0.44004045730168606
"Informative, but overall very short. Wish there was a couple more chapters",Positive,Neutral,0.5642229788362919
I enrolled for this course because of pure interest in android app development and didn't think I would complete it with my existing work schedule (happened to me on several earlier courses) BUT this course is made to be feasible for the busy/less motivated/slow (all apply to me). The material is well organized and sufficient for beginners. By the last date of the the course I DID complete all the lessons and assignments. It was a tremendous feeling and the credit goes to the course setup. The exemplar apps seem trivial during introduction of the course and you wonder if they are too simple for a wannabe app developer but as the course progresses its evident why you need to learn developing them. The instructors also explain alternate ways to achieve a result. The quizzes are challenging and drive you to know more on your own. Best 4 weeks spent on coursera.,Positive,Negative,0.4655399497925047
"The part of course from Prof. Sytch and Prof. DeRue was really interesting and important. But I cannot complete this course, because part of Dr. Alexander is impossible to listen. It is necessary all the time to separate useful information from enormous amount of information about her private life. Is it a course about private life of Dr. Alexander or about Managing Talent? And I am 30 years, not16. She is talking with us like we are small kids, and so she can keep our attention only by special voice and multiple stories her private life.",Negative,Positive,0.6906934715009879
Very basic and obvious things. It's not really useful for anyone older than high school student.,Negative,Neutral,0.38811541350520146
"Exercises in the course were very poor, simple and did not require coding, just changing one or two lines. But topic was interisting",Neutral,Negative,0.5717932413687881
Improvement over the first course. Most of the material did not require many references to the apple documentation in order to complete the assignments. Final project was comprehensive and built on previous work. A major flaw of this course is that it is not updated for the newest version of Swift. Many of the techniques and methods taught will not translate to Swift 3.0.,Positive,Negative,0.511681896153361
"Very interesting course but also very technical. I'd rather say it is not made for someone who has no basics in 'advanced' mathematics. Nevertheless, I have learnt many useful things and I have now a great outlook on the asset management world.",Neutral,Positive,0.5343080121168764
Got lost and left behind very quickly even after watching videos numerous times and doing additional research. There were videos missing even with deadlines approaching. Some videos were very well explained while others I didn't understand at all.,Negative,Positive,0.48827169908287166
The material was very interesting but the lecturers were often very difficult to understand.,Negative,Neutral,0.532569140492635
"Such a nice class.However, it does not cover some subjects in ap calculus bc",Positive,Neutral,0.4478698432625979
Basically i resume of economics concepts that can be taken for granted as a prerequisite of the course,Negative,Positive,0.6533160246807528
I hope this course can be more systematic in terms of the structure on the concepts and lecturers.,Negative,Neutral,0.35775141016080747
"Good enough for a free course offering very basic understanding of the topic. Lots of video errors, and sometimes the lecturer's speech isn't very smooth. Tests are poorly worded sometimes in ways that contradict the language used in the lectures, making them difficult to pass even with notes. I wouldn't pay for the certificate - if I were an employer I would not recognize this course as teaching any sort of proficiency.",Neutral,Negative,0.5597831593190356
"On one hand - basics. On the other, you may be lost in the last part of the course. You don't need to understand to complete assigements, but netherless - it's hard to understand if you do not have experience in embedded systems topic",Neutral,Negative,0.48263252075792484
I feel like 8 weeks was too short and the project was too rushed. But overall of good value.,Positive,Neutral,0.6156961913284645
"I enjoyed this course immensely! I was a bit hesitant due to its length, however, the content was usually manageable and mostly interesting. A couple of the weeks, the lectures are quite lengthy and dense while others were a bit dry. Also, I think the week about bacteria could use a little more explanation. I feel as though I didn't really understand those concepts until watching that week's as well as the next week's lectures. Finally, the quiz questions for the third to last week were a bit confusing and didn't match well to what the instructors actually said.",Positive,Neutral,0.4876429778917781
"The first couple of weeks were awesome - love Scala the language and the whole functional approach, and the detailed description of how the language actually fits together.Also love how the homework teaches you how to setup IDE, create unit tests, and submit actual code as homework - not just workbooks and multiple-choice quizzes like in some other courses.But why oh why was it necessary to go in specific detail over how to define natural numbers from first principles using classes, or spend a whole week on lists, etc? All that might be fine for general education in a university context, but as someone who does want to understand Scala, but from a perspective of getting cool things done - that bit was a total waste of time.Would be a better and shorter course if those 'didactic' bits were trimmed.",Neutral,Negative,0.4237702491809302
Course materials are well organized. It could be improved by adding more description.,Neutral,Positive,0.5101520067974151
"The course starts with a nice mathematical support. Midway it looses connection with mathematical details in a way that it becomes too vague and does not empower the student to really grasp the concepts. Some energy-based proofs and the few formulas presented are inserted a bit adhoc and not properly explained.Despite not being to my liking in terms of depth, It is a good course as a general understanding of what has been accomplished in robotic legged-locomotion, what the state of the art is and where to find literature.",Neutral,Negative,0.43851885314532657
"Sweet and short course. However, if you dont have Adobe Ilustrator nor plan to buy the Certification, it is a little bit too short and basic.",Negative,Neutral,0.5512214773934992
Provide more examples of Physics.,Positive,Neutral,0.4465123161325676
"I like it, but i feel that sometimes need more examples o dynamic",Positive,Neutral,0.5786444192132791
Videos could be bigger and reduce the echo in particular,Neutral,Positive,0.5309348995236148
"There are many parts of the lectures that are very quiet and even with my speakers turned to max, I struggled to hear, while other parts were clear. The course is interesting, but I doubt that anyone would pay to attend this course.",Negative,Positive,0.39445859441949144
like everyone said this is awesome course. I just want to mention several things it can improved.1. assignments are too easy such that you can not really learn much through finish it.2. this course contains fair amount of content but don't go much detail into each topic especially the final week class video. it could have contain much more detail about how to implement the code and the mechanism behind it. Unfortunately that part is missing so you can only get a very sketchy whole pic and in the end what you learned from that part is just some funky words.,Positive,Neutral,0.5118882878274408
I feel like there should be more teacher involvement within this course.,Negative,Neutral,0.47728196746408125
Good but a lot of technical parts all though they are discounted as not needed to know!,Positive,Neutral,0.5790801207310133
I did not think the instructors were very engaging. For the most part they read from slide decks that were also on the screen. There should be more visuals and discussion about what it is like to work in construction management.,Neutral,Negative,0.4437559050324619
"I had indeed to look for codecamp to practice all the small commands how to deal with vectors. Swirl does not allow you to follow up so clearly. I wish you guys could implement a little R interface so we can follow you closer.The last project quiz demands you a huge amount of time, if you do not have much experience. They could shorten a little the questions. I know that one takes to the other, but I only had time to finish the first and understand. Yes, perhaps I am not the best, but you are offering the course to people who are not born programmers.I think that it would benefit strongly from a clear distinction between how to deal with vectors, matrix, data.frame, etc. separately instead of the huge videos with bullet points of the potentialities. We need to practice more, I like theory and I know how important, but I dont think that I learn much from the lessons or quizzes how to code something like the last part. I dont think it build my knowledge until I understand how to create that script for week4. I had to look around in all the internet, buying books. Read more. Just my opinion. I think you guys could give small scripts or asking smaller tasks to lead people until they understand how to build that.Also has its positives, I really learnt great tips and technically I know a lot of R potential.",Neutral,Negative,0.42169556749079734
It's not an intro class. But you can practice a lot if you know something.,Neutral,Positive,0.5119715115732982
"By far to expansive for what you get. Anyway, thanks for the hint about swirl.",Negative,Positive,0.7341105155757712
More assignments would help us more,Positive,Neutral,0.5813044760319215
Great course to introduce you to basics of graphic design and basic design language.,Neutral,Positive,0.9131499358332976
"A lot of reading, but the course is pretty thorough. The quizzes are mostly just regurgitating information from the readings.",Positive,Neutral,0.49706773717372255
Very limited treatment of the subject.,Negative,Neutral,0.39518880397223005
"The course is good for introductory level. However, I would like to have more practice than just watching video and completing the quiz",Positive,Neutral,0.5586184500154203
No passion is on his lecture. There is only dryness and ethical superior pride through his theory.. Altruism without love is an empty vanity and well-designed commercial intention for selling his theory.,Negative,Positive,0.5244481969533784
Consider adding a programming assignment to the course curriculum. Please address content issues in a timely manner. Thank you.,Neutral,Positive,0.8665455493956108
"Excellent course content but very poorly designed quizzes. More clarity is needed in formulating questions, since different pages have different values for the same data sets (even on the same website such as the World Bank indicator datasets) and it will be difficult for students to get the right answers.",Negative,Positive,0.48319182188318016
Good course. But not too many useful ways.,Positive,Neutral,0.5222023872811447
Among my registered courses in the specialization this course is the one that should be invested with more effort from creators in order to give students more practical lessons. Regards.,Neutral,Positive,0.5665175614237669
"The assessment materials are not free? I mean it is totally make sense that charge for certificates. But you cannot finish your courses completely if you cannot access the quiz. And the charges are soooo unbearably high for college students. Still, the teaching is excellent.",Neutral,Negative,0.5005864781727499
"The course is great resource of information. The biggest drawback is the need of using Flash to view most of the lecture. This limited my ability to went through the course on time - I ""attend"" Coursera courses using my iPhone while commuting and it is not possible for this course.",Neutral,Positive,0.682365136567249
Too much material to get done in time frame given for full-time working parent.,Negative,Positive,0.500346974599522
"Perspicuous lectures, interesting and still not developed topic, effective professors",Positive,Neutral,0.5098168008519988
Grading rubric is too generic: If peers don't leave feedback then the student is left to draw assumptions from loosely-defined parameters.,Neutral,Negative,0.4623012815065407
Excellent Presentations! Answers for Quizzes are typically not provided in the lectures and extremely hard to find in the textbook or challenging to enter.,Positive,Negative,0.5981611932534074
Very basic and good course for,Positive,Neutral,0.5015201755963008
The course is great but there are some serious glitches happening in the Coursera platform that desperately need attention. I just went from showing that I did not pass the peer review section and in the next second was greeted by a big green Course Completion Certificate.,Positive,Negative,0.4147364166780557
"Challenging, but it gives a good idea on rprogramming, should be taken with other learning tools outside coursera",Neutral,Positive,0.7304413358231902
"Totally enjoyable. The videos are professional, varied and so informative. Comparing the quiz to some others , I found they were better formulated and less ambiguous.Personally I feel I learned an amazing amount in a short time span and bother the content and pace were stimulating! so bravo!This is the type of general knowledge everyone should have but probably 90 % only have a rough, inaccurate or no awareness whatsoever. This could be run even at the school level, it could stimulate future scientists.",Positive,Neutral,0.44993532484565757
"It was very dificul, i think yoou need to improve the example you give the the students and be more interactive",Neutral,Positive,0.4862776244280491
Hope recommend some more reading,Neutral,Positive,0.7760299517642109
"The course is easy to listen and comprehend, and all material is pretty practical. However, it is rather superficial. I myself maintain a healthy lifestyle, and I didn't learn almost anything new from it (i'd say, around 5% of the information was new to me). I expected more. On the other hand, it's a good course for people with weight&lifestyle problems to figure out first steps towards a healthier lifestyle.",Positive,Neutral,0.44210027399119245
"Excellent Lectures! Some hard programming assignments. No TA or instructor around on line. Not too many to discuss in course forum. Overall, not an easy course.",Positive,Negative,0.4008080662073506
"Interesting material, and good assignments. However this is no assistance when by TAs if you have questions, which is important since there is no feedback on assignments and hard to know where you went wrong.",Negative,Neutral,0.5427931141446101
